Walk_p20_r00_v11_c01,0,Walk
Makecoffee.Pourwater_p04_r00_v15_c06,4,Makecoffee.Pourwater
Pour.Fromkettle_p09_r00_v14_c06,5,Pour.Fromkettle
Cook.Stir_p10_r00_v12_c03,6,Cook.Stir
Drink.Frombottle_p12_r03_v02_c04,7,Drink.Frombottle
Readbook_p18_r03_v09_c01,2,Readbook
Walk_p10_r06_v06_c04,0,Walk
Cook.Cleandishes_p07_r11_v20_c06,8,Cook.Cleandishes
Cook.Usestove_p10_r03_v12_c06,9,Cook.Usestove
Pour.Frombottle_p25_r02_v03_c04,10,Pour.Frombottle
Walk_p03_r15_v04_c04,0,Walk
Cook.Cleandishes_p07_r04_v22_c06,8,Cook.Cleandishes
Cook.Cleandishes_p10_r04_v14_c03,8,Cook.Cleandishes
Getup_p10_r00_v10_c01,1,Getup
Takepills_p16_r01_v14_c06,12,Takepills
Enter_p09_r00_v14_c07,13,Enter
Eat.Attable_p14_r15_v09_c01,14,Eat.Attable
Walk_p04_r13_v17_c06,0,Walk
Cook.Stir_p25_r06_v16_c06,6,Cook.Stir
Drink.Fromcup_p14_r01_v14_c06,3,Drink.Fromcup
Enter_p03_r01_v18_c07,13,Enter
Cook.Stir_p12_r00_v12_c07,6,Cook.Stir
Drink.Fromcup_p15_r01_v13_c03,3,Drink.Fromcup
Walk_p12_r14_v07_c04,0,Walk
Getup_p09_r04_v07_c04,1,Getup
Maketea.Boilwater_p11_r00_v12_c03,16,Maketea.Boilwater
Sitdown_p13_r00_v12_c01,17,Sitdown
Walk_p15_r00_v17_c06,0,Walk
Walk_p15_r26_v17_c06,0,Walk
Makecoffee.Pourwater_p15_r00_v13_c03,4,Makecoffee.Pourwater
Cook.Cleandishes_p16_r07_v12_c07,8,Cook.Cleandishes
Sitdown_p17_r11_v04_c04,17,Sitdown
Cook.Cleandishes_p07_r03_v06_c06,8,Cook.Cleandishes
Drink.Fromcup_p02_r06_v11_c01,3,Drink.Fromcup
Makecoffee.Pourgrains_p04_r00_v14_c06,19,Makecoffee.Pourgrains
Walk_p02_r17_v02_c07,0,Walk
Walk_p11_r02_v06_c04,0,Walk
Walk_p13_r12_v25_c04,0,Walk
Walk_p13_r08_v25_c04,0,Walk
Drink.Fromcup_p13_r02_v20_c07,3,Drink.Fromcup
Cook.Stir_p09_r00_v12_c03,6,Cook.Stir
Cook.Stir_p09_r18_v12_c03,6,Cook.Stir
Pour.Fromkettle_p04_r00_v16_c06,5,Pour.Fromkettle
Eat.Attable_p19_r06_v07_c01,14,Eat.Attable
Getup_p09_r04_v11_c01,1,Getup
Walk_p11_r02_v03_c04,0,Walk
Leave_p17_r02_v03_c04,20,Leave
Takepills_p15_r00_v05_c04,12,Takepills
Getup_p09_r03_v11_c01,1,Getup
Walk_p11_r05_v12_c06,0,Walk
Walk_p20_r00_v15_c07,0,Walk
Drink.Fromcup_p07_r04_v08_c01,3,Drink.Fromcup
Uselaptop_p14_r01_v02_c04,11,Uselaptop
Walk_p02_r09_v02_c03,0,Walk
Walk_p15_r00_v04_c04,0,Walk
Walk_p15_r06_v16_c07,0,Walk
Walk_p11_r17_v04_c04,0,Walk
Drink.Fromcan_p04_r09_v03_c04,18,Drink.Fromcan
Walk_p10_r04_v12_c06,0,Walk
Drink.Fromcup_p10_r00_v11_c06,3,Drink.Fromcup
Walk_p14_r00_v15_c07,0,Walk
Usetablet_p03_r00_v06_c04,21,Usetablet
Walk_p10_r00_v13_c07,0,Walk
Pour.Fromkettle_p02_r01_v01_c06,5,Pour.Fromkettle
Getup_p25_r02_v11_c01,1,Getup
Drink.Fromcup_p15_r03_v14_c06,3,Drink.Fromcup
Laydown_p14_r01_v02_c04,22,Laydown
Walk_p25_r04_v14_c03,0,Walk
Walk_p09_r02_v04_c04,0,Walk
Readbook_p25_r07_v14_c07,2,Readbook
Cook.Cleandishes_p07_r16_v20_c03,8,Cook.Cleandishes
Cook.Cleanup_p20_r00_v13_c03,23,Cook.Cleanup
Eat.Attable_p06_r06_v07_c01,14,Eat.Attable
Drink.Fromcup_p18_r03_v12_c01,3,Drink.Fromcup
Walk_p25_r09_v12_c07,0,Walk
WatchTV_p03_r00_v07_c04,15,WatchTV
Walk_p19_r02_v11_c06,0,Walk
Walk_p15_r11_v15_c06,0,Walk
Leave_p10_r01_v12_c03,20,Leave
Cook.Cleanup_p25_r05_v12_c03,23,Cook.Cleanup
Drink.Fromcup_p18_r06_v09_c01,3,Drink.Fromcup
Walk_p10_r04_v13_c03,0,Walk
Walk_p02_r02_v15_c06,0,Walk
Walk_p12_r09_v12_c07,0,Walk
Walk_p03_r10_v15_c07,0,Walk
Drink.Frombottle_p10_r00_v14_c06,7,Drink.Frombottle
Cook.Stir_p09_r12_v12_c06,6,Cook.Stir
Cook.Cleanup_p04_r02_v14_c07,23,Cook.Cleanup
Uselaptop_p13_r01_v13_c01,11,Uselaptop
Drink.Fromcup_p04_r05_v01_c04,3,Drink.Fromcup
Drink.Fromcup_p14_r07_v09_c01,3,Drink.Fromcup
Cook.Cleandishes_p07_r03_v22_c03,8,Cook.Cleandishes
Walk_p03_r05_v15_c03,0,Walk
Cook.Stir_p17_r02_v14_c03,6,Cook.Stir
Drink.Fromcup_p12_r00_v06_c04,3,Drink.Fromcup
Walk_p03_r40_v02_c04,0,Walk
Drink.Fromcup_p04_r02_v15_c03,3,Drink.Fromcup
