Drink.Frombottle_p10_r00_v07_c04,0,Drink.Frombottle
Walk_p03_r05_v15_c03,1,Walk
Laydown_p10_r02_v03_c04,3,Laydown
Walk_p02_r42_v14_c06,1,Walk
Drink.Fromcup_p16_r03_v13_c06,5,Drink.Fromcup
WatchTV_p02_r05_v04_c04,2,WatchTV
Walk_p25_r10_v12_c07,1,Walk
Makecoffee.Pourwater_p16_r01_v12_c06,6,Makecoffee.Pourwater
Readbook_p13_r03_v03_c04,7,Readbook
Walk_p06_r06_v05_c04,1,Walk
Cook.Cleandishes_p10_r05_v11_c06,9,Cook.Cleandishes
Cook.Cleandishes_p03_r08_v18_c03,9,Cook.Cleandishes
Cook.Cleanup_p17_r00_v11_c06,10,Cook.Cleanup
Drink.Fromcup_p16_r04_v14_c03,5,Drink.Fromcup
Leave_p13_r00_v05_c04,8,Leave
Walk_p03_r02_v13_c01,1,Walk
Cook.Stir_p09_r12_v13_c07,13,Cook.Stir
Drink.Fromcup_p25_r00_v01_c04,5,Drink.Fromcup
Enter_p18_r00_v14_c03,14,Enter
Walk_p02_r05_v07_c04,1,Walk
Getup_p19_r00_v01_c04,11,Getup
Getup_p13_r03_v13_c01,11,Getup
Usetelephone_p13_r00_v12_c01,16,Usetelephone
Eat.Attable_p09_r01_v08_c01,17,Eat.Attable
Cook.Stir_p09_r20_v12_c03,13,Cook.Stir
Readbook_p11_r04_v09_c01,7,Readbook
Sitdown_p19_r03_v01_c04,12,Sitdown
Cook.Cleanup_p19_r00_v13_c06,10,Cook.Cleanup
Getup_p04_r00_v13_c01,11,Getup
Sitdown_p09_r03_v11_c01,12,Sitdown
WatchTV_p04_r07_v03_c04,2,WatchTV
Drink.Fromcup_p09_r02_v03_c04,5,Drink.Fromcup
Eat.Attable_p16_r21_v06_c01,17,Eat.Attable
Readbook_p03_r17_v02_c04,7,Readbook
Walk_p15_r04_v05_c04,1,Walk
Cook.Cut_p04_r03_v17_c07,18,Cook.Cut
Eat.Attable_p18_r28_v09_c01,17,Eat.Attable
Walk_p11_r05_v13_c06,1,Walk
Pour.Fromkettle_p11_r00_v12_c06,19,Pour.Fromkettle
